input
648   326   0
1.000000e+000  -1.000000e+000
#Nodes:
 1     -5.563510060310e-001      5.891910195351e-001   5.859410166740e-001  
 2     -3.218750059605e-001      6.695560216904e-001   6.693959832191e-001  
 3     -4.071959853172e-001      7.397419810295e-001   5.357009768486e-001  
 4     -4.068239927292e-001      5.362669825554e-001   7.395349740982e-001  
 5     -5.500950217247e-001      7.146220207214e-001   4.320999979973e-001  
 6     -7.238609790802e-001      5.538570284843e-001   4.114220142365e-001  
 7     -6.753919720650e-001      6.724730134010e-001   3.026979863644e-001  
 8     -9.009690284729e-001      0.000000000000e+000   4.338839948177e-001  
 9     -7.818310260773e-001      0.000000000000e+000   6.234899759293e-001  
 10     -8.187959790230e-001      2.226199954748e-001   5.291640162468e-001  
 11      0.000000000000e+000      7.818310260773e-001   6.234899759293e-001  
 12      0.000000000000e+000      9.009690284729e-001   4.338839948177e-001  
 13     -2.228640019894e-001      8.187180161476e-001   5.291810035706e-001  
 14     -6.234899759293e-001      0.000000000000e+000   7.818310260773e-001  
 15     -4.338839948177e-001      0.000000000000e+000   9.009690284729e-001  
 16     -5.291129946709e-001      2.227350026369e-001   8.187990188599e-001  
 17     -7.818310260773e-001      6.234899759293e-001   0.000000000000e+000  
 18     -9.009690284729e-001      4.338839948177e-001   0.000000000000e+000  
 19     -8.188650012016e-001      5.289660096169e-001   2.228409945965e-001  
 20     -4.338839948177e-001      9.009690284729e-001   0.000000000000e+000  
 21     -6.234899759293e-001      7.818310260773e-001   0.000000000000e+000  
 22     -5.292990207672e-001      8.186259865761e-001   2.229219973087e-001  
 23      0.000000000000e+000      4.338839948177e-001   9.009690284729e-001  
 24      0.000000000000e+000      6.234899759293e-001   7.818310260773e-001  
 25     -2.227800041437e-001      5.290639996529e-001   8.188199996948e-001  
 26      0.000000000000e+000      9.749280214310e-001   2.225210070610e-001  
 27      0.000000000000e+000      1.000000000000e+000   0.000000000000e+000  
 28     -2.413109987974e-001      9.399459958076e-001   2.413939982653e-001  
 29     -2.225210070610e-001      9.749280214310e-001   0.000000000000e+000  
