"{-0.9054740071296692, -0.1733960062265396, 0.3873629868030548}","{-0.9009690284729004, 0., 0.43388399481773376}","{-0.8186320066452026, -0.22289499640464783, 0.529304027557373}"
"{-0.1731320023536682, -0.38718700408935547, 0.905597984790802}","{0., -0.43388399481773376, 0.9009690284729004}","{-0.22254599630832672, -0.5292279720306396, 0.8187739849090576}"
"{-0.9055119752883911, -0.38728898763656616, 0.17336399853229523}","{-0.8186749815940857, -0.5292649865150452, 0.22282400727272034}","{-0.9009690284729004, -0.43388399481773376, 0.}"
"{-0.3870919942855835, -0.9056090116500854, 0.1732970029115677}","{-0.43388399481773376, -0.9009690284729004, 0.}","{-0.5289959907531738, -0.8188490271568298, 0.2228270024061203}"
"{-0.17315199971199036, -0.9056090116500854, 0.38715800642967224}","{-0.22270600497722626, -0.8188130259513855, 0.5291060209274292}","{0., -0.9009690284729004, 0.43388399481773376}"
"{-0.3870539963245392, -0.1732580065727234, 0.9056310057640076}","{-0.5289070010185242, -0.22292299568653107, 0.8188790082931519}","{-0.43388399481773376, 0., 0.9009690284729004}"
"{-0.7397230267524719, -0.5357170104980469, 0.40720701217651367}","{-0.8419129848480225, -0.38329601287841797, 0.37982800602912903}","{-0.7146250009536743, -0.4320800006389618, 0.550108015537262}"
"{-0.5538319945335388, -0.41144099831581116, 0.7238699793815613}","{-0.3830319941043854, -0.3798139989376068, 0.8420379757881165}","{-0.4365079998970032, -0.5500730276107788, 0.7119550108909607}"
"{-0.5362229943275452, -0.7395439743995667, 0.4068650007247925}","{-0.4355129897594452, -0.7149609923362732, 0.5469549894332886}","{-0.38309600949287415, -0.8420360088348389, 0.37975800037384033}"
"{0.5773980021476746, 0.5772659778594971, 0.5773869752883911}","{0.41052699089050293, 0.5521209836006165, 0.7256929874420166}","{0.4313730001449585, 0.713683009147644, 0.5518820285797119}"
"{0.5773980021476746, 0.5772659778594971, 0.5773869752883911}","{0.5523080229759216, 0.7255269885063171, 0.4105679988861084}","{0.7138270139694214, 0.5516949892044067, 0.4313740134239197}"
"{0.5773980021476746, 0.5772659778594971, 0.5773869752883911}","{0.725616991519928, 0.41040199995040894, 0.5523130297660828}","{0.551800012588501, 0.43125200271606445, 0.7138199806213379}"
"{0.4313730001449585, 0.713683009147644, 0.5518820285797119}","{0.41052699089050293, 0.5521209836006165, 0.7256929874420166}","{0.30265700817108154, 0.6724770069122314, 0.6754059791564941}"
"{0.7138270139694214, 0.5516949892044067, 0.4313740134239197}","{0.5523080229759216, 0.7255269885063171, 0.4105679988861084}","{0.6726899743080139, 0.6752009987831116, 0.30264100432395935}"
"{0.551800012588501, 0.43125200271606445, 0.7138199806213379}","{0.725616991519928, 0.41040199995040894, 0.5523130297660828}","{0.6752690076828003, 0.302496999502182, 0.672685980796814}"
"{0.9009690284729004, 0.43388399481773376, 0.}","{0.8188040256500244, 0.5290219783782959, 0.22294099628925323}","{0.7818310260772705, 0.6234899759292603, 0.}"
"{0.6234899759292603, 0.7818310260772705, 0.}","{0.5291829705238342, 0.8187260031700134, 0.22282999753952026}","{0.43388399481773376, 0.9009690284729004, 0.}"
"{0., 0.9009690284729004, 0.43388399481773376}","{0.22291399538516998, 0.8186290264129639, 0.5292969942092896}","{0., 0.7818310260772705, 0.6234899759292603}"
"{0., 0.6234899759292603, 0.7818310260772705}","{0.22279199957847595, 0.5289649963378906, 0.818880021572113}","{0., 0.43388399481773376, 0.9009690284729004}"
"{0.7818310260772705, 0., 0.6234899759292603}","{0.8187779784202576, 0.2225860059261322, 0.5292090177536011}","{0.9009690284729004, 0., 0.43388399481773376}"
"{0.43388399481773376, 0., 0.9009690284729004}","{0.5291380286216736, 0.22265799343585968, 0.818801999092102}","{0.6234899759292603, 0., 0.7818310260772705}"
"{0., 0., 1.}","{0.24118299782276154, 0.24111400544643402, 0.9400500059127808}","{0.22252100706100464, 0., 0.9749280214309692}"
"{0., 0.22252100706100464, 0.9749280214309692}","{0.24118299782276154, 0.24111400544643402, 0.9400500059127808}","{0., 0., 1.}"
"{1., 0., 0.}","{0.9400309920310974, 0.2410530000925064, 0.24131900072097778}","{0.9749280214309692, 0.22252100706100464, 0.}"
"{0.22252100706100464, 0.9749280214309692, 0.}","{0.24132199585437775, 0.9399710297584534, 0.24128499627113342}","{0., 1., 0.}"
"{0.9749280214309692, 0., 0.22252100706100464}","{0.9400309920310974, 0.2410530000925064, 0.24131900072097778}","{1., 0., 0.}"
"{0., 1., 0.}","{0.24132199585437775, 0.9399710297584534, 0.24128499627113342}","{0., 0.9749280214309692, 0.22252100706100464}"
"{0.5291380286216736, 0.22265799343585968, 0.818801999092102}","{0.551800012588501, 0.43125200271606445, 0.7138199806213379}","{0.6752690076828003, 0.302496999502182, 0.672685980796814}"
"{0.37974900007247925, 0.3830919861793518, 0.842041015625}","{0.551800012588501, 0.43125200271606445, 0.7138199806213379}","{0.5291380286216736, 0.22265799343585968, 0.818801999092102}"
"{0.22291399538516998, 0.8186290264129639, 0.5292969942092896}","{0.4313730001449585, 0.713683009147644, 0.5518820285797119}","{0.30265700817108154, 0.6724770069122314, 0.6754059791564941}"
"{0.3832769989967346, 0.8419250249862671, 0.37981799244880676}","{0.4313730001449585, 0.713683009147644, 0.5518820285797119}","{0.22291399538516998, 0.8186290264129639, 0.5292969942092896}"
"{0.8420169949531555, 0.3795979917049408, 0.38329699635505676}","{0.7138270139694214, 0.5516949892044067, 0.4313740134239197}","{0.8188040256500244, 0.5290219783782959, 0.22294099628925323}"
"{0.8188040256500244, 0.5290219783782959, 0.22294099628925323}","{0.7138270139694214, 0.5516949892044067, 0.4313740134239197}","{0.6726899743080139, 0.6752009987831116, 0.30264100432395935}"
"{0.551800012588501, 0.43125200271606445, 0.7138199806213379}","{0.41052699089050293, 0.5521209836006165, 0.7256929874420166}","{0.5773980021476746, 0.5772659778594971, 0.5773869752883911}"
"{0.4313730001449585, 0.713683009147644, 0.5518820285797119}","{0.5523080229759216, 0.7255269885063171, 0.4105679988861084}","{0.5773980021476746, 0.5772659778594971, 0.5773869752883911}"
"{0.7138270139694214, 0.5516949892044067, 0.4313740134239197}","{0.725616991519928, 0.41040199995040894, 0.5523130297660828}","{0.5773980021476746, 0.5772659778594971, 0.5773869752883911}"
"{0.8188040256500244, 0.5290219783782959, 0.22294099628925323}","{0.700314998626709, 0.7002050280570984, 0.138824000954628}","{0.7818310260772705, 0.6234899759292603, 0.}"
"{0.6234899759292603, 0.7818310260772705, 0.}","{0.700314998626709, 0.7002050280570984, 0.138824000954628}","{0.5291829705238342, 0.8187260031700134, 0.22282999753952026}"
"{0., 0.6234899759292603, 0.7818310260772705}","{0.13887399435043335, 0.700111985206604, 0.7003980278968811}","{0.22279199957847595, 0.5289649963378906, 0.818880021572113}"
"{0.22291399538516998, 0.8186290264129639, 0.5292969942092896}","{0.13887399435043335, 0.700111985206604, 0.7003980278968811}","{0., 0.7818310260772705, 0.6234899759292603}"
"{0.5291380286216736, 0.22265799343585968, 0.818801999092102}","{0.7002490162849426, 0.1386920064687729, 0.7002969980239868}","{0.6234899759292603, 0., 0.7818310260772705}"
"{0.7818310260772705, 0., 0.6234899759292603}","{0.7002490162849426, 0.1386920064687729, 0.7002969980239868}","{0.8187779784202576, 0.2225860059261322, 0.5292090177536011}"
"{0.6726899743080139, 0.6752009987831116, 0.30264100432395935}","{0.700314998626709, 0.7002050280570984, 0.138824000954628}","{0.8188040256500244, 0.5290219783782959, 0.22294099628925323}"
"{0.30265700817108154, 0.6724770069122314, 0.6754059791564941}","{0.13887399435043335, 0.700111985206604, 0.7003980278968811}","{0.22291399538516998, 0.8186290264129639, 0.5292969942092896}"
"{0.5291829705238342, 0.8187260031700134, 0.22282999753952026}","{0.700314998626709, 0.7002050280570984, 0.138824000954628}","{0.6726899743080139, 0.6752009987831116, 0.30264100432395935}"
"{0.6752690076828003, 0.302496999502182, 0.672685980796814}","{0.7002490162849426, 0.1386920064687729, 0.7002969980239868}","{0.5291380286216736, 0.22265799343585968, 0.818801999092102}"
"{0.8187779784202576, 0.2225860059261322, 0.5292090177536011}","{0.7002490162849426, 0.1386920064687729, 0.7002969980239868}","{0.6752690076828003, 0.302496999502182, 0.672685980796814}"
"{0.22279199957847595, 0.5289649963378906, 0.818880021572113}","{0.13887399435043335, 0.700111985206604, 0.7003980278968811}","{0.30265700817108154, 0.6724770069122314, 0.6754059791564941}"
"{0.5291380286216736, 0.22265799343585968, 0.818801999092102}","{0.38717201352119446, 0.17311599850654602, 0.9056100249290466}","{0.37974900007247925, 0.3830919861793518, 0.842041015625}"
"{0.37974900007247925, 0.3830919861793518, 0.842041015625}","{0.17318099737167358, 0.38704800605773926, 0.9056500196456909}","{0.22279199957847595, 0.5289649963378906, 0.818880021572113}"
"{0.22291399538516998, 0.8186290264129639, 0.5292969942092896}","{0.17340099811553955, 0.9054830074310303, 0.3873380124568939}","{0.3832769989967346, 0.8419250249862671, 0.37981799244880676}"
"{0.3832769989967346, 0.8419250249862671, 0.37981799244880676}","{0.38727399706840515, 0.9055240154266357, 0.17332500219345093}","{0.5291829705238342, 0.8187260031700134, 0.22282999753952026}"
"{0.8420169949531555, 0.3795979917049408, 0.38329699635505676}","{0.9055619835853577, 0.1731249988079071, 0.3872799873352051}","{0.8187779784202576, 0.2225860059261322, 0.5292090177536011}"
"{0.8188040256500244, 0.5290219783782959, 0.22294099628925323}","{0.9055960178375244, 0.38707199692726135, 0.1734129935503006}","{0.8420169949531555, 0.3795979917049408, 0.38329699635505676}"
"{0.24118299782276154, 0.24111400544643402, 0.9400500059127808}","{0.17318099737167358, 0.38704800605773926, 0.9056500196456909}","{0.37974900007247925, 0.3830919861793518, 0.842041015625}"
"{0.37974900007247925, 0.3830919861793518, 0.842041015625}","{0.38717201352119446, 0.17311599850654602, 0.9056100249290466}","{0.24118299782276154, 0.24111400544643402, 0.9400500059127808}"
"{0.24132199585437775, 0.9399710297584534, 0.24128499627113342}","{0.38727399706840515, 0.9055240154266357, 0.17332500219345093}","{0.3832769989967346, 0.8419250249862671, 0.37981799244880676}"
"{0.3832769989967346, 0.8419250249862671, 0.37981799244880676}","{0.17340099811553955, 0.9054830074310303, 0.3873380124568939}","{0.24132199585437775, 0.9399710297584534, 0.24128499627113342}"
"{0.8420169949531555, 0.3795979917049408, 0.38329699635505676}","{0.9055960178375244, 0.38707199692726135, 0.1734129935503006}","{0.9400309920310974, 0.2410530000925064, 0.24131900072097778}"
"{0.9400309920310974, 0.2410530000925064, 0.24131900072097778}","{0.9055619835853577, 0.1731249988079071, 0.3872799873352051}","{0.8420169949531555, 0.3795979917049408, 0.38329699635505676}"
"{0.6234899759292603, 0., 0.7818310260772705}","{0.7002490162849426, 0.1386920064687729, 0.7002969980239868}","{0.7818310260772705, 0., 0.6234899759292603}"
"{0.7818310260772705, 0.6234899759292603, 0.}","{0.700314998626709, 0.7002050280570984, 0.138824000954628}","{0.6234899759292603, 0.7818310260772705, 0.}"
"{0., 0.7818310260772705, 0.6234899759292603}","{0.13887399435043335, 0.700111985206604, 0.7003980278968811}","{0., 0.6234899759292603, 0.7818310260772705}"
"{0.6752690076828003, 0.302496999502182, 0.672685980796814}","{0.725616991519928, 0.41040199995040894, 0.5523130297660828}","{0.8187779784202576, 0.2225860059261322, 0.5292090177536011}"
"{0.8187779784202576, 0.2225860059261322, 0.5292090177536011}","{0.725616991519928, 0.41040199995040894, 0.5523130297660828}","{0.8420169949531555, 0.3795979917049408, 0.38329699635505676}"
"{0.5291829705238342, 0.8187260031700134, 0.22282999753952026}","{0.5523080229759216, 0.7255269885063171, 0.4105679988861084}","{0.3832769989967346, 0.8419250249862671, 0.37981799244880676}"
"{0.6726899743080139, 0.6752009987831116, 0.30264100432395935}","{0.5523080229759216, 0.7255269885063171, 0.4105679988861084}","{0.5291829705238342, 0.8187260031700134, 0.22282999753952026}"
"{0.22279199957847595, 0.5289649963378906, 0.818880021572113}","{0.41052699089050293, 0.5521209836006165, 0.7256929874420166}","{0.37974900007247925, 0.3830919861793518, 0.842041015625}"
"{0.30265700817108154, 0.6724770069122314, 0.6754059791564941}","{0.41052699089050293, 0.5521209836006165, 0.7256929874420166}","{0.22279199957847595, 0.5289649963378906, 0.818880021572113}"
"{0., 0.43388399481773376, 0.9009690284729004}","{0.17318099737167358, 0.38704800605773926, 0.9056500196456909}","{0., 0.22252100706100464, 0.9749280214309692}"
"{0.43388399481773376, 0.9009690284729004, 0.}","{0.38727399706840515, 0.9055240154266357, 0.17332500219345093}","{0.22252100706100464, 0.9749280214309692, 0.}"
"{0.22252100706100464, 0., 0.9749280214309692}","{0.38717201352119446, 0.17311599850654602, 0.9056100249290466}","{0.43388399481773376, 0., 0.9009690284729004}"
"{0., 0.9749280214309692, 0.22252100706100464}","{0.17340099811553955, 0.9054830074310303, 0.3873380124568939}","{0., 0.9009690284729004, 0.43388399481773376}"
"{0.9749280214309692, 0.22252100706100464, 0.}","{0.9055960178375244, 0.38707199692726135, 0.1734129935503006}","{0.9009690284729004, 0.43388399481773376, 0.}"
"{0.9009690284729004, 0., 0.43388399481773376}","{0.9055619835853577, 0.1731249988079071, 0.3872799873352051}","{0.9749280214309692, 0., 0.22252100706100464}"
"{0.24118299782276154, 0.24111400544643402, 0.9400500059127808}","{0.38717201352119446, 0.17311599850654602, 0.9056100249290466}","{0.22252100706100464, 0., 0.9749280214309692}"
"{0.22252100706100464, 0.9749280214309692, 0.}","{0.38727399706840515, 0.9055240154266357, 0.17332500219345093}","{0.24132199585437775, 0.9399710297584534, 0.24128499627113342}"
"{0., 0.22252100706100464, 0.9749280214309692}","{0.17318099737167358, 0.38704800605773926, 0.9056500196456909}","{0.24118299782276154, 0.24111400544643402, 0.9400500059127808}"
"{0.24132199585437775, 0.9399710297584534, 0.24128499627113342}","{0.17340099811553955, 0.9054830074310303, 0.3873380124568939}","{0., 0.9749280214309692, 0.22252100706100464}"
"{0.9749280214309692, 0., 0.22252100706100464}","{0.9055619835853577, 0.1731249988079071, 0.3872799873352051}","{0.9400309920310974, 0.2410530000925064, 0.24131900072097778}"
"{0.9400309920310974, 0.2410530000925064, 0.24131900072097778}","{0.9055960178375244, 0.38707199692726135, 0.1734129935503006}","{0.9749280214309692, 0.22252100706100464, 0.}"
"{0., 0.9009690284729004, 0.43388399481773376}","{0.17340099811553955, 0.9054830074310303, 0.3873380124568939}","{0.22291399538516998, 0.8186290264129639, 0.5292969942092896}"
"{0.43388399481773376, 0., 0.9009690284729004}","{0.38717201352119446, 0.17311599850654602, 0.9056100249290466}","{0.5291380286216736, 0.22265799343585968, 0.818801999092102}"
"{0.8187779784202576, 0.2225860059261322, 0.5292090177536011}","{0.9055619835853577, 0.1731249988079071, 0.3872799873352051}","{0.9009690284729004, 0., 0.43388399481773376}"
"{0.9009690284729004, 0.43388399481773376, 0.}","{0.9055960178375244, 0.38707199692726135, 0.1734129935503006}","{0.8188040256500244, 0.5290219783782959, 0.22294099628925323}"
"{0.5291829705238342, 0.8187260031700134, 0.22282999753952026}","{0.38727399706840515, 0.9055240154266357, 0.17332500219345093}","{0.43388399481773376, 0.9009690284729004, 0.}"
"{0.22279199957847595, 0.5289649963378906, 0.818880021572113}","{0.17318099737167358, 0.38704800605773926, 0.9056500196456909}","{0., 0.43388399481773376, 0.9009690284729004}"
"{0.3832769989967346, 0.8419250249862671, 0.37981799244880676}","{0.5523080229759216, 0.7255269885063171, 0.4105679988861084}","{0.4313730001449585, 0.713683009147644, 0.5518820285797119}"
"{0.8420169949531555, 0.3795979917049408, 0.38329699635505676}","{0.725616991519928, 0.41040199995040894, 0.5523130297660828}","{0.7138270139694214, 0.5516949892044067, 0.4313740134239197}"
"{0.37974900007247925, 0.3830919861793518, 0.842041015625}","{0.41052699089050293, 0.5521209836006165, 0.7256929874420166}","{0.551800012588501, 0.43125200271606445, 0.7138199806213379}"
"{-0.7399029731750488, 0.5356119871139526, -0.4070169925689697}","{-0.5893880128860474, 0.585847020149231, -0.556240975856781}","{-0.669668972492218, 0.6693339943885803, -0.32176899909973145}"
"{-0.5364980101585388, 0.7393969893455505, -0.4067710041999817}","{-0.669668972492218, 0.6693339943885803, -0.32176899909973145}","{-0.5893880128860474, 0.585847020149231, -0.556240975856781}"
"{-0.5540390014648438, 0.41137298941612244, -0.7237499952316284}","{-0.5893880128860474, 0.585847020149231, -0.556240975856781}","{-0.7148280143737793, 0.4319869875907898, -0.5499169826507568}"
"{-0.5540390014648438, 0.41137298941612244, -0.7237499952316284}","{-0.7148280143737793, 0.4319869875907898, -0.5499169826507568}","{-0.6726930141448975, 0.3025839924812317, -0.6752240061759949}"
"{-0.22296500205993652, 0.5291600227355957, -0.8187040090560913}","{0., 0.43388399481773376, -0.9009690284729004}","{0., 0.6234899759292603, -0.7818310260772705}"
"{-0.8188269734382629, 0.22276000678539276, -0.5290600061416626}","{-0.9009690284729004, 0., -0.43388399481773376}","{-0.7818310260772705, 0., -0.6234899759292603}"
"{-0.8188210129737854, 0.5291320085525513, -0.2226019948720932}","{-0.7818310260772705, 0.6234899759292603, 0.}","{-0.9009690284729004, 0.43388399481773376, 0.}"
"{-0.52919602394104, 0.22285300493240356, -0.81871098279953}","{-0.6234899759292603, 0., -0.7818310260772705}","{-0.43388399481773376, 0., -0.9009690284729004}"
"{-0.22291700541973114, 0.8187689781188965, -0.5290849804878235}","{0., 0.7818310260772705, -0.6234899759292603}","{0., 0.9009690284729004, -0.43388399481773376}"
"{-0.5291799902915955, 0.8187479972839355, -0.22276300191879272}","{-0.43388399481773376, 0.9009690284729004, 0.}","{-0.6234899759292603, 0.7818310260772705, 0.}"
"{-0.24134500324726105, 0.24123899638652802, -0.9399769902229309}","{0., 0., -1.}","{0., 0.22252100706100464, -0.9749280214309692}"
"{-0.24134500324726105, 0.24123899638652802, -0.9399769902229309}","{-0.22252100706100464, 0., -0.9749280214309692}","{0., 0., -1.}"
"{-0.24132800102233887, 0.9399999976158142, -0.24116599559783936}","{0., 0.9749280214309692, -0.22252100706100464}","{0., 1., 0.}"
"{-0.9400609731674194, 0.24115799367427826, -0.24109899997711182}","{-0.9749280214309692, 0.22252100706100464, 0.}","{-1., 0., 0.}"
"{-0.9400609731674194, 0.24115799367427826, -0.24109899997711182}","{-1., 0., 0.}","{-0.9749280214309692, 0., -0.22252100706100464}"
"{-0.24132800102233887, 0.9399999976158142, -0.24116599559783936}","{0., 1., 0.}","{-0.22252100706100464, 0.9749280214309692, 0.}"
"{-0.43600600957870483, 0.5498859882354736, -0.7124069929122925}","{-0.4365220069885254, 0.7141469717025757, -0.5472130179405212}","{-0.5893880128860474, 0.585847020149231, -0.556240975856781}"
"{-0.43600600957870483, 0.5498859882354736, -0.7124069929122925}","{-0.3077259957790375, 0.6728339791297913, -0.6727550029754639}","{-0.4365220069885254, 0.7141469717025757, -0.5472130179405212}"
"{-0.7148280143737793, 0.4319869875907898, -0.5499169826507568}","{-0.8188269734382629, 0.22276000678539276, -0.5290600061416626}","{-0.6726930141448975, 0.3025839924812317, -0.6752240061759949}"
"{-0.7148280143737793, 0.4319869875907898, -0.5499169826507568}","{-0.8420680165290833, 0.3831779956817627, -0.3796040117740631}","{-0.8188269734382629, 0.22276000678539276, -0.5290600061416626}"
"{-0.4365220069885254, 0.7141469717025757, -0.5472130179405212}","{-0.3077259957790375, 0.6728339791297913, -0.6727550029754639}","{-0.22291700541973114, 0.8187689781188965, -0.5290849804878235}"
"{-0.4365220069885254, 0.7141469717025757, -0.5472130179405212}","{-0.22291700541973114, 0.8187689781188965, -0.5290849804878235}","{-0.3832849860191345, 0.8419880270957947, -0.3796739876270294}"
"{-0.43600600957870483, 0.5498859882354736, -0.7124069929122925}","{-0.38334500789642334, 0.37978801131248474, -0.8419070243835449}","{-0.22296500205993652, 0.5291600227355957, -0.8187040090560913}"
"{-0.43600600957870483, 0.5498859882354736, -0.7124069929122925}","{-0.22296500205993652, 0.5291600227355957, -0.8187040090560913}","{-0.3077259957790375, 0.6728339791297913, -0.6727550029754639}"
"{-0.7399029731750488, 0.5356119871139526, -0.4070169925689697}","{-0.7148280143737793, 0.4319869875907898, -0.5499169826507568}","{-0.5893880128860474, 0.585847020149231, -0.556240975856781}"
"{-0.5364980101585388, 0.7393969893455505, -0.4067710041999817}","{-0.5893880128860474, 0.585847020149231, -0.556240975856781}","{-0.4365220069885254, 0.7141469717025757, -0.5472130179405212}"
"{-0.5540390014648438, 0.41137298941612244, -0.7237499952316284}","{-0.43600600957870483, 0.5498859882354736, -0.7124069929122925}","{-0.5893880128860474, 0.585847020149231, -0.556240975856781}"
"{-0.7003139853477478, 0.13873399794101715, -0.700223982334137}","{-0.6234899759292603, 0., -0.7818310260772705}","{-0.52919602394104, 0.22285300493240356, -0.81871098279953}"
"{-0.7003009915351868, 0.7002559900283813, -0.13863800466060638}","{-0.5291799902915955, 0.8187479972839355, -0.22276300191879272}","{-0.6234899759292603, 0.7818310260772705, 0.}"
"{-0.1388929933309555, 0.7002949714660645, -0.7002109885215759}","{-0.22296500205993652, 0.5291600227355957, -0.8187040090560913}","{0., 0.6234899759292603, -0.7818310260772705}"
"{-0.7003139853477478, 0.13873399794101715, -0.700223982334137}","{-0.8188269734382629, 0.22276000678539276, -0.5290600061416626}","{-0.7818310260772705, 0., -0.6234899759292603}"
"{-0.1388929933309555, 0.7002949714660645, -0.7002109885215759}","{0., 0.7818310260772705, -0.6234899759292603}","{-0.22291700541973114, 0.8187689781188965, -0.5290849804878235}"
"{-0.7003009915351868, 0.7002559900283813, -0.13863800466060638}","{-0.7818310260772705, 0.6234899759292603, 0.}","{-0.8188210129737854, 0.5291320085525513, -0.2226019948720932}"
"{-0.7003139853477478, 0.13873399794101715, -0.700223982334137}","{-0.6726930141448975, 0.3025839924812317, -0.6752240061759949}","{-0.8188269734382629, 0.22276000678539276, -0.5290600061416626}"
"{-0.7003009915351868, 0.7002559900283813, -0.13863800466060638}","{-0.8188210129737854, 0.5291320085525513, -0.2226019948720932}","{-0.669668972492218, 0.6693339943885803, -0.32176899909973145}"
"{-0.1388929933309555, 0.7002949714660645, -0.7002109885215759}","{-0.3077259957790375, 0.6728339791297913, -0.6727550029754639}","{-0.22296500205993652, 0.5291600227355957, -0.8187040090560913}"
"{-0.7003009915351868, 0.7002559900283813, -0.13863800466060638}","{-0.669668972492218, 0.6693339943885803, -0.32176899909973145}","{-0.5291799902915955, 0.8187479972839355, -0.22276300191879272}"
"{-0.1388929933309555, 0.7002949714660645, -0.7002109885215759}","{-0.22291700541973114, 0.8187689781188965, -0.5290849804878235}","{-0.3077259957790375, 0.6728339791297913, -0.6727550029754639}"
"{-0.7003139853477478, 0.13873399794101715, -0.700223982334137}","{-0.52919602394104, 0.22285300493240356, -0.81871098279953}","{-0.6726930141448975, 0.3025839924812317, -0.6752240061759949}"
"{-0.9056169986724854, 0.17322899401187897, -0.38710400462150574}","{-0.8188269734382629, 0.22276000678539276, -0.5290600061416626}","{-0.8420680165290833, 0.3831779956817627, -0.3796040117740631}"
"{-0.9056289792060852, 0.38714599609375, -0.17307299375534058}","{-0.8420680165290833, 0.3831779956817627, -0.3796040117740631}","{-0.8188210129737854, 0.5291320085525513, -0.2226019948720932}"
"{-0.17334499955177307, 0.9055759906768799, -0.38714799284935}","{-0.3832849860191345, 0.8419880270957947, -0.3796739876270294}","{-0.22291700541973114, 0.8187689781188965, -0.5290849804878235}"
"{-0.387270987033844, 0.9055609703063965, -0.17314599454402924}","{-0.5291799902915955, 0.8187479972839355, -0.22276300191879272}","{-0.3832849860191345, 0.8419880270957947, -0.3796739876270294}"
"{-0.17349599301815033, 0.3872480094432831, -0.9055020213127136}","{-0.22296500205993652, 0.5291600227355957, -0.8187040090560913}","{-0.38334500789642334, 0.37978801131248474, -0.8419070243835449}"
"{-0.38730600476264954, 0.1733269989490509, -0.9055100083351135}","{-0.38334500789642334, 0.37978801131248474, -0.8419070243835449}","{-0.52919602394104, 0.22285300493240356, -0.81871098279953}"
"{-0.38730600476264954, 0.1733269989490509, -0.9055100083351135}","{-0.24134500324726105, 0.24123899638652802, -0.9399769902229309}","{-0.38334500789642334, 0.37978801131248474, -0.8419070243835449}"
"{-0.17349599301815033, 0.3872480094432831, -0.9055020213127136}","{-0.38334500789642334, 0.37978801131248474, -0.8419070243835449}","{-0.24134500324726105, 0.24123899638652802, -0.9399769902229309}"
"{-0.387270987033844, 0.9055609703063965, -0.17314599454402924}","{-0.3832849860191345, 0.8419880270957947, -0.3796739876270294}","{-0.24132800102233887, 0.9399999976158142, -0.24116599559783936}"
"{-0.9056289792060852, 0.38714599609375, -0.17307299375534058}","{-0.9400609731674194, 0.24115799367427826, -0.24109899997711182}","{-0.8420680165290833, 0.3831779956817627, -0.3796040117740631}"
"{-0.17334499955177307, 0.9055759906768799, -0.38714799284935}","{-0.24132800102233887, 0.9399999976158142, -0.24116599559783936}","{-0.3832849860191345, 0.8419880270957947, -0.3796739876270294}"
"{-0.9056169986724854, 0.17322899401187897, -0.38710400462150574}","{-0.8420680165290833, 0.3831779956817627, -0.3796040117740631}","{-0.9400609731674194, 0.24115799367427826, -0.24109899997711182}"
"{-0.7003139853477478, 0.13873399794101715, -0.700223982334137}","{-0.7818310260772705, 0., -0.6234899759292603}","{-0.6234899759292603, 0., -0.7818310260772705}"
"{-0.7003009915351868, 0.7002559900283813, -0.13863800466060638}","{-0.6234899759292603, 0.7818310260772705, 0.}","{-0.7818310260772705, 0.6234899759292603, 0.}"
"{-0.1388929933309555, 0.7002949714660645, -0.7002109885215759}","{0., 0.6234899759292603, -0.7818310260772705}","{0., 0.7818310260772705, -0.6234899759292603}"
"{-0.7399029731750488, 0.5356119871139526, -0.4070169925689697}","{-0.669668972492218, 0.6693339943885803, -0.32176899909973145}","{-0.8188210129737854, 0.5291320085525513, -0.2226019948720932}"
"{-0.7399029731750488, 0.5356119871139526, -0.4070169925689697}","{-0.8188210129737854, 0.5291320085525513, -0.2226019948720932}","{-0.8420680165290833, 0.3831779956817627, -0.3796040117740631}"
"{-0.5364980101585388, 0.7393969893455505, -0.4067710041999817}","{-0.5291799902915955, 0.8187479972839355, -0.22276300191879272}","{-0.669668972492218, 0.6693339943885803, -0.32176899909973145}"
"{-0.5364980101585388, 0.7393969893455505, -0.4067710041999817}","{-0.3832849860191345, 0.8419880270957947, -0.3796739876270294}","{-0.5291799902915955, 0.8187479972839355, -0.22276300191879272}"
"{-0.5540390014648438, 0.41137298941612244, -0.7237499952316284}","{-0.6726930141448975, 0.3025839924812317, -0.6752240061759949}","{-0.52919602394104, 0.22285300493240356, -0.81871098279953}"
"{-0.5540390014648438, 0.41137298941612244, -0.7237499952316284}","{-0.52919602394104, 0.22285300493240356, -0.81871098279953}","{-0.38334500789642334, 0.37978801131248474, -0.8419070243835449}"
"{-0.17334499955177307, 0.9055759906768799, -0.38714799284935}","{0., 0.9009690284729004, -0.43388399481773376}","{0., 0.9749280214309692, -0.22252100706100464}"
"{-0.38730600476264954, 0.1733269989490509, -0.9055100083351135}","{-0.43388399481773376, 0., -0.9009690284729004}","{-0.22252100706100464, 0., -0.9749280214309692}"
"{-0.387270987033844, 0.9055609703063965, -0.17314599454402924}","{-0.22252100706100464, 0.9749280214309692, 0.}","{-0.43388399481773376, 0.9009690284729004, 0.}"
"{-0.17349599301815033, 0.3872480094432831, -0.9055020213127136}","{0., 0.22252100706100464, -0.9749280214309692}","{0., 0.43388399481773376, -0.9009690284729004}"
"{-0.9056169986724854, 0.17322899401187897, -0.38710400462150574}","{-0.9749280214309692, 0., -0.22252100706100464}","{-0.9009690284729004, 0., -0.43388399481773376}"
"{-0.9056289792060852, 0.38714599609375, -0.17307299375534058}","{-0.9009690284729004, 0.43388399481773376, 0.}","{-0.9749280214309692, 0.22252100706100464, 0.}"
