"{-0.4071959853172302, 0.7397419810295105, 0.5357009768486023}","{-0.22286400198936462, 0.8187180161476135, 0.5291810035705566}","{-0.3218750059604645, 0.6695560216903687, 0.6693959832191467}"
"{-0.4071959853172302, 0.7397419810295105, 0.5357009768486023}","{-0.37983399629592896, 0.8419039845466614, 0.38330700993537903}","{-0.22286400198936462, 0.8187180161476135, 0.5291810035705566}"
"{-0.7238609790802002, 0.5538570284843445, 0.4114220142364502}","{-0.8188650012016296, 0.5289660096168518, 0.22284099459648132}","{-0.6753919720649719, 0.6724730134010315, 0.3026979863643646}"
"{-0.7238609790802002, 0.5538570284843445, 0.4114220142364502}","{-0.8420400023460388, 0.3830629885196686, 0.37978100776672363}","{-0.8188650012016296, 0.5289660096168518, 0.22284099459648132}"
"{-0.3873380124568939, 0.9054780006408691, 0.1734209954738617}","{-0.43388399481773376, 0.9009690284729004, 0.}","{-0.22252100706100464, 0.9749280214309692, 0.}"
"{-0.905655026435852, 0.38703399896621704, 0.17318899929523468}","{-0.9749280214309692, 0.22252100706100464, 0.}","{-0.9009690284729004, 0.43388399481773376, 0.}"
"{-0.17327800393104553, 0.3870689868927002, 0.9056230187416077}","{0., 0.43388399481773376, 0.9009690284729004}","{0., 0.22252100706100464, 0.9749280214309692}"
"{-0.38721799850463867, 0.17313499748706818, 0.9055860042572021}","{-0.22252100706100464, 0., 0.9749280214309692}","{-0.43388399481773376, 0., 0.9009690284729004}"
"{-0.17331600189208984, 0.9055129885673523, 0.38730400800704956}","{0., 0.9749280214309692, 0.22252100706100464}","{0., 0.9009690284729004, 0.43388399481773376}"
"{-0.9056029915809631, 0.17305099964141846, 0.3872160017490387}","{-0.9009690284729004, 0., 0.43388399481773376}","{-0.9749280214309692, 0., 0.22252100706100464}"
"{-0.3873380124568939, 0.9054780006408691, 0.1734209954738617}","{-0.22252100706100464, 0.9749280214309692, 0.}","{-0.2413109987974167, 0.9399459958076477, 0.24139399826526642}"
"{-0.17327800393104553, 0.3870689868927002, 0.9056230187416077}","{0., 0.22252100706100464, 0.9749280214309692}","{-0.2412559986114502, 0.24104799330234528, 0.9400489926338196}"
"{-0.17331600189208984, 0.9055129885673523, 0.38730400800704956}","{-0.2413109987974167, 0.9399459958076477, 0.24139399826526642}","{0., 0.9749280214309692, 0.22252100706100464}"
"{-0.38721799850463867, 0.17313499748706818, 0.9055860042572021}","{-0.2412559986114502, 0.24104799330234528, 0.9400489926338196}","{-0.22252100706100464, 0., 0.9749280214309692}"
"{-0.905655026435852, 0.38703399896621704, 0.17318899929523468}","{-0.9400309920310974, 0.24110500514507294, 0.24126799404621124}","{-0.9749280214309692, 0.22252100706100464, 0.}"
"{-0.9056029915809631, 0.17305099964141846, 0.3872160017490387}","{-0.9749280214309692, 0., 0.22252100706100464}","{-0.9400309920310974, 0.24110500514507294, 0.24126799404621124}"
"{-0.3873380124568939, 0.9054780006408691, 0.1734209954738617}","{-0.5292990207672119, 0.8186259865760803, 0.22292199730873108}","{-0.43388399481773376, 0.9009690284729004, 0.}"
"{-0.9056029915809631, 0.17305099964141846, 0.3872160017490387}","{-0.8187959790229797, 0.22261999547481537, 0.5291640162467957}","{-0.9009690284729004, 0., 0.43388399481773376}"
"{-0.17327800393104553, 0.3870689868927002, 0.9056230187416077}","{-0.2227800041437149, 0.5290639996528625, 0.8188199996948242}","{0., 0.43388399481773376, 0.9009690284729004}"
"{-0.38721799850463867, 0.17313499748706818, 0.9055860042572021}","{-0.43388399481773376, 0., 0.9009690284729004}","{-0.5291129946708679, 0.22273500263690948, 0.8187990188598633}"
"{-0.905655026435852, 0.38703399896621704, 0.17318899929523468}","{-0.9009690284729004, 0.43388399481773376, 0.}","{-0.8188650012016296, 0.5289660096168518, 0.22284099459648132}"
"{-0.17331600189208984, 0.9055129885673523, 0.38730400800704956}","{0., 0.9009690284729004, 0.43388399481773376}","{-0.22286400198936462, 0.8187180161476135, 0.5291810035705566}"
"{-0.406823992729187, 0.5362669825553894, 0.7395349740982056}","{-0.37972500920295715, 0.38309401273727417, 0.8420519828796387}","{-0.5469419956207275, 0.4355030059814453, 0.7149760127067566}"
"{-0.4071959853172302, 0.7397419810295105, 0.5357009768486023}","{-0.5500950217247009, 0.7146220207214355, 0.43209999799728394}","{-0.37983399629592896, 0.8419039845466614, 0.38330700993537903}"
"{-0.7238609790802002, 0.5538570284843445, 0.4114220142364502}","{-0.7119539976119995, 0.4365389943122864, 0.5500500202178955}","{-0.8420400023460388, 0.3830629885196686, 0.37978100776672363}"
"{-0.7397230267524719, -0.5357170104980469, 0.40720701217651367}","{-0.5891739726066589, -0.5859270095825195, 0.5563849806785583}","{-0.6694819927215576, -0.6694380044937134, 0.321942001581192}"
"{-0.5362229943275452, -0.7395439743995667, 0.4068650007247925}","{-0.6694819927215576, -0.6694380044937134, 0.321942001581192}","{-0.5891739726066589, -0.5859270095825195, 0.5563849806785583}"
"{-0.5538319945335388, -0.41144099831581116, 0.7238699793815613}","{-0.5891739726066589, -0.5859270095825195, 0.5563849806785583}","{-0.7146250009536743, -0.4320800006389618, 0.550108015537262}"
"{-0.5538319945335388, -0.41144099831581116, 0.7238699793815613}","{-0.7146250009536743, -0.4320800006389618, 0.550108015537262}","{-0.6724550127983093, -0.3026820123195648, 0.6754170060157776}"
"{-0.8186749815940857, -0.5292649865150452, 0.22282400727272034}","{-0.7818310260772705, -0.6234899759292603, 0.}","{-0.9009690284729004, -0.43388399481773376, 0.}"
"{-0.22270600497722626, -0.8188130259513855, 0.5291060209274292}","{0., -0.7818310260772705, 0.6234899759292603}","{0., -0.9009690284729004, 0.43388399481773376}"
"{-0.5289959907531738, -0.8188490271568298, 0.2228270024061203}","{-0.43388399481773376, -0.9009690284729004, 0.}","{-0.6234899759292603, -0.7818310260772705, 0.}"
"{-0.5289070010185242, -0.22292299568653107, 0.8188790082931519}","{-0.6234899759292603, 0., 0.7818310260772705}","{-0.43388399481773376, 0., 0.9009690284729004}"
"{-0.8186320066452026, -0.22289499640464783, 0.529304027557373}","{-0.9009690284729004, 0., 0.43388399481773376}","{-0.7818310260772705, 0., 0.6234899759292603}"
"{-0.22254599630832672, -0.5292279720306396, 0.8187739849090576}","{0., -0.43388399481773376, 0.9009690284729004}","{0., -0.6234899759292603, 0.7818310260772705}"
"{-0.24111700057983398, -0.24113699793815613, 0.9400619864463806}","{-0.22252100706100464, 0., 0.9749280214309692}","{0., 0., 1.}"
"{-0.24111700057983398, -0.24113699793815613, 0.9400619864463806}","{0., 0., 1.}","{0., -0.22252100706100464, 0.9749280214309692}"
"{-0.9399849772453308, -0.2412489950656891, 0.2413019984960556}","{-0.9749280214309692, -0.22252100706100464, 0.}","{-1., 0., 0.}"
"{-0.9399849772453308, -0.2412489950656891, 0.2413019984960556}","{-1., 0., 0.}","{-0.9749280214309692, 0., 0.22252100706100464}"
"{-0.24112500250339508, -0.9400489926338196, 0.2411780059337616}","{0., -1., 0.}","{-0.22252100706100464, -0.9749280214309692, 0.}"
"{-0.24112500250339508, -0.9400489926338196, 0.2411780059337616}","{0., -0.9749280214309692, 0.22252100706100464}","{0., -1., 0.}"
"{-0.4355129897594452, -0.7149609923362732, 0.5469549894332886}","{-0.4365079998970032, -0.5500730276107788, 0.7119550108909607}","{-0.3074589967727661, -0.6728990077972412, 0.6728119850158691}"
"{-0.4355129897594452, -0.7149609923362732, 0.5469549894332886}","{-0.5891739726066589, -0.5859270095825195, 0.5563849806785583}","{-0.4365079998970032, -0.5500730276107788, 0.7119550108909607}"
"{-0.4365079998970032, -0.5500730276107788, 0.7119550108909607}","{-0.22254599630832672, -0.5292279720306396, 0.8187739849090576}","{-0.3074589967727661, -0.6728990077972412, 0.6728119850158691}"
"{-0.4365079998970032, -0.5500730276107788, 0.7119550108909607}","{-0.3830319941043854, -0.3798139989376068, 0.8420379757881165}","{-0.22254599630832672, -0.5292279720306396, 0.8187739849090576}"
"{-0.7146250009536743, -0.4320800006389618, 0.550108015537262}","{-0.8186320066452026, -0.22289499640464783, 0.529304027557373}","{-0.6724550127983093, -0.3026820123195648, 0.6754170060157776}"
"{-0.7146250009536743, -0.4320800006389618, 0.550108015537262}","{-0.8419129848480225, -0.38329601287841797, 0.37982800602912903}","{-0.8186320066452026, -0.22289499640464783, 0.529304027557373}"
"{-0.4355129897594452, -0.7149609923362732, 0.5469549894332886}","{-0.3074589967727661, -0.6728990077972412, 0.6728119850158691}","{-0.22270600497722626, -0.8188130259513855, 0.5291060209274292}"
"{-0.4355129897594452, -0.7149609923362732, 0.5469549894332886}","{-0.22270600497722626, -0.8188130259513855, 0.5291060209274292}","{-0.38309600949287415, -0.8420360088348389, 0.37975800037384033}"
"{-0.5538319945335388, -0.41144099831581116, 0.7238699793815613}","{-0.4365079998970032, -0.5500730276107788, 0.7119550108909607}","{-0.5891739726066589, -0.5859270095825195, 0.5563849806785583}"
"{-0.7397230267524719, -0.5357170104980469, 0.40720701217651367}","{-0.7146250009536743, -0.4320800006389618, 0.550108015537262}","{-0.5891739726066589, -0.5859270095825195, 0.5563849806785583}"
"{-0.5362229943275452, -0.7395439743995667, 0.4068650007247925}","{-0.5891739726066589, -0.5859270095825195, 0.5563849806785583}","{-0.4355129897594452, -0.7149609923362732, 0.5469549894332886}"
"{-0.1385899931192398, -0.7002959847450256, 0.7002699971199036}","{0., -0.7818310260772705, 0.6234899759292603}","{-0.22270600497722626, -0.8188130259513855, 0.5291060209274292}"
"{-0.7001109719276428, -0.13884499669075012, 0.7004039883613586}","{-0.6234899759292603, 0., 0.7818310260772705}","{-0.5289070010185242, -0.22292299568653107, 0.8188790082931519}"
"{-0.7001379728317261, -0.7003740072250366, 0.13886800408363342}","{-0.5289959907531738, -0.8188490271568298, 0.2228270024061203}","{-0.6234899759292603, -0.7818310260772705, 0.}"
"{-0.7001379728317261, -0.7003740072250366, 0.13886800408363342}","{-0.7818310260772705, -0.6234899759292603, 0.}","{-0.8186749815940857, -0.5292649865150452, 0.22282400727272034}"
"{-0.7001109719276428, -0.13884499669075012, 0.7004039883613586}","{-0.8186320066452026, -0.22289499640464783, 0.529304027557373}","{-0.7818310260772705, 0., 0.6234899759292603}"
"{-0.1385899931192398, -0.7002959847450256, 0.7002699971199036}","{-0.22254599630832672, -0.5292279720306396, 0.8187739849090576}","{0., -0.6234899759292603, 0.7818310260772705}"
"{-0.7001109719276428, -0.13884499669075012, 0.7004039883613586}","{-0.6724550127983093, -0.3026820123195648, 0.6754170060157776}","{-0.8186320066452026, -0.22289499640464783, 0.529304027557373}"
"{-0.1385899931192398, -0.7002959847450256, 0.7002699971199036}","{-0.22270600497722626, -0.8188130259513855, 0.5291060209274292}","{-0.3074589967727661, -0.6728990077972412, 0.6728119850158691}"
"{-0.7001109719276428, -0.13884499669075012, 0.7004039883613586}","{-0.5289070010185242, -0.22292299568653107, 0.8188790082931519}","{-0.6724550127983093, -0.3026820123195648, 0.6754170060157776}"
"{-0.7001379728317261, -0.7003740072250366, 0.13886800408363342}","{-0.8186749815940857, -0.5292649865150452, 0.22282400727272034}","{-0.6694819927215576, -0.6694380044937134, 0.321942001581192}"
"{-0.1385899931192398, -0.7002959847450256, 0.7002699971199036}","{-0.3074589967727661, -0.6728990077972412, 0.6728119850158691}","{-0.22254599630832672, -0.5292279720306396, 0.8187739849090576}"
"{-0.7001379728317261, -0.7003740072250366, 0.13886800408363342}","{-0.6694819927215576, -0.6694380044937134, 0.321942001581192}","{-0.5289959907531738, -0.8188490271568298, 0.2228270024061203}"
"{-0.9054740071296692, -0.1733960062265396, 0.3873629868030548}","{-0.8186320066452026, -0.22289499640464783, 0.529304027557373}","{-0.8419129848480225, -0.38329601287841797, 0.37982800602912903}"
"{-0.9055119752883911, -0.38728898763656616, 0.17336399853229523}","{-0.8419129848480225, -0.38329601287841797, 0.37982800602912903}","{-0.8186749815940857, -0.5292649865150452, 0.22282400727272034}"
"{-0.1731320023536682, -0.38718700408935547, 0.905597984790802}","{-0.22254599630832672, -0.5292279720306396, 0.8187739849090576}","{-0.3830319941043854, -0.3798139989376068, 0.8420379757881165}"
"{-0.3870539963245392, -0.1732580065727234, 0.9056310057640076}","{-0.3830319941043854, -0.3798139989376068, 0.8420379757881165}","{-0.5289070010185242, -0.22292299568653107, 0.8188790082931519}"
"{-0.3870919942855835, -0.9056090116500854, 0.1732970029115677}","{-0.5289959907531738, -0.8188490271568298, 0.2228270024061203}","{-0.38309600949287415, -0.8420360088348389, 0.37975800037384033}"
"{-0.17315199971199036, -0.9056090116500854, 0.38715800642967224}","{-0.38309600949287415, -0.8420360088348389, 0.37975800037384033}","{-0.22270600497722626, -0.8188130259513855, 0.5291060209274292}"
"{-0.3870539963245392, -0.1732580065727234, 0.9056310057640076}","{-0.24111700057983398, -0.24113699793815613, 0.9400619864463806}","{-0.3830319941043854, -0.3798139989376068, 0.8420379757881165}"
"{-0.9055119752883911, -0.38728898763656616, 0.17336399853229523}","{-0.9399849772453308, -0.2412489950656891, 0.2413019984960556}","{-0.8419129848480225, -0.38329601287841797, 0.37982800602912903}"
"{-0.9054740071296692, -0.1733960062265396, 0.3873629868030548}","{-0.8419129848480225, -0.38329601287841797, 0.37982800602912903}","{-0.9399849772453308, -0.2412489950656891, 0.2413019984960556}"
"{-0.1731320023536682, -0.38718700408935547, 0.905597984790802}","{-0.3830319941043854, -0.3798139989376068, 0.8420379757881165}","{-0.24111700057983398, -0.24113699793815613, 0.9400619864463806}"
"{-0.17315199971199036, -0.9056090116500854, 0.38715800642967224}","{-0.24112500250339508, -0.9400489926338196, 0.2411780059337616}","{-0.38309600949287415, -0.8420360088348389, 0.37975800037384033}"
"{-0.3870919942855835, -0.9056090116500854, 0.1732970029115677}","{-0.38309600949287415, -0.8420360088348389, 0.37975800037384033}","{-0.24112500250339508, -0.9400489926338196, 0.2411780059337616}"
"{-0.7001109719276428, -0.13884499669075012, 0.7004039883613586}","{-0.7818310260772705, 0., 0.6234899759292603}","{-0.6234899759292603, 0., 0.7818310260772705}"
"{-0.1385899931192398, -0.7002959847450256, 0.7002699971199036}","{0., -0.6234899759292603, 0.7818310260772705}","{0., -0.7818310260772705, 0.6234899759292603}"
"{-0.7001379728317261, -0.7003740072250366, 0.13886800408363342}","{-0.6234899759292603, -0.7818310260772705, 0.}","{-0.7818310260772705, -0.6234899759292603, 0.}"
"{-0.7397230267524719, -0.5357170104980469, 0.40720701217651367}","{-0.8186749815940857, -0.5292649865150452, 0.22282400727272034}","{-0.8419129848480225, -0.38329601287841797, 0.37982800602912903}"
"{-0.7397230267524719, -0.5357170104980469, 0.40720701217651367}","{-0.6694819927215576, -0.6694380044937134, 0.321942001581192}","{-0.8186749815940857, -0.5292649865150452, 0.22282400727272034}"
"{-0.5362229943275452, -0.7395439743995667, 0.4068650007247925}","{-0.38309600949287415, -0.8420360088348389, 0.37975800037384033}","{-0.5289959907531738, -0.8188490271568298, 0.2228270024061203}"
"{-0.5362229943275452, -0.7395439743995667, 0.4068650007247925}","{-0.5289959907531738, -0.8188490271568298, 0.2228270024061203}","{-0.6694819927215576, -0.6694380044937134, 0.321942001581192}"
"{-0.5538319945335388, -0.41144099831581116, 0.7238699793815613}","{-0.5289070010185242, -0.22292299568653107, 0.8188790082931519}","{-0.3830319941043854, -0.3798139989376068, 0.8420379757881165}"
"{-0.5538319945335388, -0.41144099831581116, 0.7238699793815613}","{-0.6724550127983093, -0.3026820123195648, 0.6754170060157776}","{-0.5289070010185242, -0.22292299568653107, 0.8188790082931519}"
"{-0.3870919942855835, -0.9056090116500854, 0.1732970029115677}","{-0.22252100706100464, -0.9749280214309692, 0.}","{-0.43388399481773376, -0.9009690284729004, 0.}"
"{-0.17315199971199036, -0.9056090116500854, 0.38715800642967224}","{0., -0.9009690284729004, 0.43388399481773376}","{0., -0.9749280214309692, 0.22252100706100464}"
"{-0.9054740071296692, -0.1733960062265396, 0.3873629868030548}","{-0.9749280214309692, 0., 0.22252100706100464}","{-0.9009690284729004, 0., 0.43388399481773376}"
"{-0.3870539963245392, -0.1732580065727234, 0.9056310057640076}","{-0.43388399481773376, 0., 0.9009690284729004}","{-0.22252100706100464, 0., 0.9749280214309692}"
"{-0.1731320023536682, -0.38718700408935547, 0.905597984790802}","{0., -0.22252100706100464, 0.9749280214309692}","{0., -0.43388399481773376, 0.9009690284729004}"
"{-0.9055119752883911, -0.38728898763656616, 0.17336399853229523}","{-0.9009690284729004, -0.43388399481773376, 0.}","{-0.9749280214309692, -0.22252100706100464, 0.}"
"{-0.9054740071296692, -0.1733960062265396, 0.3873629868030548}","{-0.9399849772453308, -0.2412489950656891, 0.2413019984960556}","{-0.9749280214309692, 0., 0.22252100706100464}"
"{-0.3870919942855835, -0.9056090116500854, 0.1732970029115677}","{-0.24112500250339508, -0.9400489926338196, 0.2411780059337616}","{-0.22252100706100464, -0.9749280214309692, 0.}"
"{-0.9055119752883911, -0.38728898763656616, 0.17336399853229523}","{-0.9749280214309692, -0.22252100706100464, 0.}","{-0.9399849772453308, -0.2412489950656891, 0.2413019984960556}"
"{-0.1731320023536682, -0.38718700408935547, 0.905597984790802}","{-0.24111700057983398, -0.24113699793815613, 0.9400619864463806}","{0., -0.22252100706100464, 0.9749280214309692}"
"{-0.3870539963245392, -0.1732580065727234, 0.9056310057640076}","{-0.22252100706100464, 0., 0.9749280214309692}","{-0.24111700057983398, -0.24113699793815613, 0.9400619864463806}"
"{-0.17315199971199036, -0.9056090116500854, 0.38715800642967224}","{0., -0.9749280214309692, 0.22252100706100464}","{-0.24112500250339508, -0.9400489926338196, 0.2411780059337616}"
